name,rating,ctype,highly_rated
NDTV Network,3.5,Broadcasting,"Promotions, Company Culture, Work Satisfaction"
Publicis Global Delivery,4.0,Media & Entertainment,"Work Life Balance, Job Security, Company Culture"
Varsity Education Management,3.7,Education & Training,"Promotions, Salary, Company Culture"
Pan Gulf Technologies,3.9,Design,"Company Culture, Job Security"
Ben Franklin,3.6,Retail,"Promotions, Salary, Company Culture"
Laminaar Aviation Infotech,2.6,IT Services & Consulting,"Promotions, Salary, Company Culture"
Community Health Center,4.2,Healthcare,"Work Life Balance, Company Culture, Work Satisfaction"
Indo European Educational Services,4.2,Education & Training,"Skill Development, Company Culture, Work Life Balance"
Jamboree Education,3.3,EdTech,"Promotions, Skill Development, Company Culture"
Unilog Content Solutions ( P),3.1,Software Product,"Job Security, Promotions, Skill Development"
Ethara AI,3.2,Gurugram +9 other locations,"Job Security, Work Satisfaction, Promotions"
Tech2Globe,3.8,IT Services & Consulting,"Work Life Balance, Skill Development, Company Culture"
KNNX Corp,2.4,IT Services & Consulting,"Job Security, Promotions, Company Culture"
Sunera Technologies,3.6,IT Services & Consulting,"Promotions, Job Security, Skill Development"
West Bengal State Electricity Distribution Company,3.4,Power,Job Security
B5 Plus,3.2,Iron & Steel,"Promotions, Company Culture, Work Satisfaction"
Nayoda,4.4,Chennai +6 other locations,"Work Life Balance, Skill Development, Work Satisfaction"
Encalm Hospitality,4.0,Aviation,"Job Security, Company Culture, Work Life Balance"
Vee Gee Auto Components,3.9,Auto Components,"Skill Development, Salary, Work Satisfaction"
Modenik Lifestyle,3.8,Fashion & Textile,Work Life Balance
Urban Money,2.9,Mumbai +51 other locations,"Job Security, Work Satisfaction, Promotions"
NASDAQ,3.4,Financial Services,"Promotions, Job Security, Work Satisfaction"
Nanavati Max Super Speciality Hospital,3.6,Mumbai +7 other locations,"Promotions, Work Satisfaction, Company Culture"
Zuno General Insurance,3.7,Financial Services,"Work Life Balance, Job Security"
Ashish Life Science,3.7,Pharma,"Job Security, Promotions"
Manorama Industries Limited,4.5,FMCG,"Work Life Balance, Skill Development, Salary"
UptoSkills,4.5,New Delhi +11 other locations,"Company Culture, Work Life Balance, Skill Development"
Jamboree Education,3.3,EdTech,"Promotions, Skill Development, Company Culture"
Unilog Content Solutions ( P),3.1,Software Product,"Job Security, Promotions, Skill Development"
Petroexcel Technology Services,3.5,Oil & Gas,"Promotions, Skill Development, Work Satisfaction"
Sowparnika,4.1,Real Estate,"Work Life Balance, Work Satisfaction, Skill Development"
Rhysley Private Limited,3.3,Fashion & Textile,"Job Security, Promotions, Company Culture"
ARCHER Transnational Systems Private Limited,3.5,Legal,"Promotions, Work Satisfaction, Job Security"
Ferring Pharmaceuticals,3.8,Pharma,Work Life Balance
MUFG Intime India,3.4,Mumbai +9 other locations,"Promotions, Salary, Skill Development"
Shree Maruti Courier Service,4.0,Logistics,"Work Life Balance, Salary, Work Satisfaction"
SPX Flow Technology,4.3,Industrial Machinery,"Work Life Balance, Company Culture, Job Security"
Simpa Energy,4.6,Power,"Company Culture, Work Life Balance, Work Satisfaction"
Prione Business Services,4.4,Retail,"Company Culture, Work Life Balance, Job Security"
Gmr Airport Developers,3.8,Engineering & Construction,"Job Security, Work Life Balance"
Best Corporation,3.6,Fashion & Textile,"Promotions, Company Culture, Salary"
SPIE Oil & Gas Services,4.0,Oil & Gas,"Work Life Balance, Skill Development, Company Culture"
Rosmerta Safety Systems,3.5,Gurugram +41 other locations,"Promotions, Job Security, Skill Development"
Scribe EMR,3.9,BPO,"Job Security, Work Satisfaction"
Scribe EMR,3.9,BPO,"Job Security, Work Satisfaction"
Graphite India,3.5,Electrical Equipment,Job Security
JSW Dulux,4.1,Building Material,"Work Life Balance, Skill Development, Salary"
Nirvasa Healthcare,3.1,Healthcare,"Job Security, Company Culture, Work Satisfaction"
Feedback Energy Distribution Company,3.6,Power,Company Culture
ValueFirst Digital Media,3.3,Software Product,"Promotions, Skill Development, Salary"
Matrix Cellular Services,4.1,Telecom,"Skill Development, Salary, Work Satisfaction"
Qicpic,2.2,Internet,"Company Culture, Work Satisfaction, Job Security"
Lamprell,3.7,Oil & Gas,"Promotions, Company Culture, Job Security"
Abu Dhabi Oil Refining Company,4.3,Oil & Gas,"Work Life Balance, Company Culture, Work Satisfaction"
Zurich Kotak General Insurance,3.1,Insurance,"Promotions, Company Culture, Work Satisfaction"
Gowtham Model School,3.8,Education & Training,"Skill Development, Company Culture, Work Satisfaction"
IPG Mediabrands,3.3,Marketing & Advertising,"Skill Development, Work Satisfaction, Promotions"
Ellucian Higher Education Systems,3.6,IT Services & Consulting,"Work Life Balance, Company Culture"
Liquiloans,2.9,FinTech,"Promotions, Job Security, Company Culture"
Amar Cars,3.7,Automobile,"Company Culture, Salary"
Doms Industries,3.9,Other,Work Life Balance
Lince Soft Solutions,4.7,Recruitment,"Work Life Balance, Company Culture, Work Satisfaction"
Konstelec Engineers,3.3,Engineering & Construction,"Promotions, Salary, Company Culture"
Ajmal Perfumes,3.8,Beauty & Personal Care,Promotions
Sindhuja Microcredit,3.7,NBFC,"Job Security, Work Satisfaction, Promotions"
Mold Tek Packaging,3.8,Packaging,Job Security
Doms Industries,3.9,Other,Work Life Balance
Camlin Fine Sciences,3.5,Chemicals,"Promotions, Company Culture, Skill Development"
Khaitan Electricals,2.8,Food Processing,"Promotions, Company Culture, Job Security"
Meditrina Hospital,3.9,Healthcare,"Work Life Balance, Work Satisfaction, Skill Development"
Gsa Industries,3.9,Automobile,"Skill Development, Salary, Work Satisfaction"
Intellect Bizware Services,4.1,IT Services & Consulting,"Job Security, Skill Development, Company Culture"
Brose India Automotive Systems,3.6,Auto Components,"Work Life Balance, Job Security"
Dipty Lal Judge Mal,4.0,Retail,"Job Security, Salary, Company Culture"
MRCC Solutions,3.0,IT Services & Consulting,"Promotions, Job Security, Work Satisfaction"
Lepton Software Export & Research,3.4,Software Product,"Promotions, Company Culture, Work Life Balance"
nurture.farm,3.1,Agriculture,"Job Security, Promotions, Work Satisfaction"
Motwane Manufacturing Company,3.5,Electrical Equipment,"Job Security, Promotions, Company Culture"
Kumar Properties,4.3,Real Estate,"Work Life Balance, Job Security, Company Culture"
Geltec,3.1,Pharma,"Company Culture, Work Satisfaction, Promotions"
Chandak Group,4.2,Real Estate,"Job Security, Salary, Company Culture"
SEForge,3.3,Engineering & Construction,"Promotions, Salary, Job Security"
Stonex,3.9,Metals & Mining,"Work Life Balance, Work Satisfaction, Job Security"
Sankara Eye Hospital,4.1,Non-Profit,"Job Security, Company Culture, Work Life Balance"
Techno India Group,3.4,EdTech,"Promotions, Salary, Work Satisfaction"
Indian Register of Shipping,3.9,"Testing, Inspection and Certification (TIC)",Work Life Balance
Wellspring Healthcare,2.8,Healthcare,"Promotions, Company Culture, Salary"
Advance Career Solutions,4.1,Recruitment,"Skill Development, Company Culture, Work Life Balance"
Ognibene India,3.4,Industrial Machinery,"Promotions, Company Culture, Work Life Balance"
Layam Flexi Solutions,3.5,Recruitment,"Promotions, Job Security, Salary"
IFFCO Kisan Finance,3.3,New Delhi +49 other locations,"Promotions, Company Culture, Job Security"
Acer India,3.7,IT Services & Consulting,Promotions
VFS Capital,3.6,NBFC,Company Culture
Poonawalla Finance,3.7,NBFC,"Promotions, Job Security, Company Culture"
Topre India,4.3,Auto Components,"Work Life Balance, Salary, Company Culture"
Nahar Industrial Enterprises,3.8,Fashion & Textile,Promotions
Atidan Technologies,4.1,IT Services & Consulting,"Skill Development, Work Life Balance, Work Satisfaction"
Attero Recycling,4.2,Semiconductors,"Work Life Balance, Salary, Company Culture"
Crane Consulting and Outsourcing,3.9,Bengaluru +5 other locations,"Job Security, Company Culture, Work Life Balance"
Zebra Technologies,3.8,IT Services & Consulting,"Company Culture, Work Life Balance"
Enviro Infra Engineers,4.1,Waste Management,"Work Life Balance, Salary, Company Culture"
Sabyasachi Couture,3.7,Fashion & Textile,Work Life Balance
KLM Laboratories,3.5,Pharma,"Promotions, Salary, Skill Development"
VISION,3.8,Management Consulting,"Skill Development, Company Culture, Work Life Balance"
Embassy Group,4.1,Real Estate,"Company Culture, Job Security, Salary"
SmartED Innovations,3.9,Education & Training,"Company Culture, Skill Development"
Indian Register of Shipping,3.9,"Testing, Inspection and Certification (TIC)",Work Life Balance
KLM Laboratories,3.5,Pharma,"Promotions, Salary, Skill Development"
Citylife Retail,3.9,Retail,"Company Culture, Job Security, Salary"
Amagi Media Labs,3.5,Software Product,"Promotions, Work Life Balance, Work Satisfaction"
Nimbus BPO,3.2,BPO,"Promotions, Salary, Work Satisfaction"
Geodis Overseas,3.3,Logistics,"Promotions, Company Culture, Salary"
Conde Nast India,2.7,Printing & Publishing,"Promotions, Job Security, Skill Development"
RC Plasto Tanks And Pipes,3.7,Nagpur +28 other locations,"Promotions, Salary, Company Culture"
Inmakes Infotech,3.4,Kochi +12 other locations,"Job Security, Salary, Work Life Balance"
otsuka chemical india,4.1,Chemicals,"Salary, Skill Development, Work Life Balance"
Salzer Electronics,4.1,Electrical Equipment,"Job Security, Skill Development, Work Life Balance"
UMSL,3.5,Engineering & Construction,"Promotions, Job Security, Skill Development"
Metro Tyres,3.6,Auto Components,"Promotions, Company Culture, Salary"
DCW,3.8,Chemicals,"Work Life Balance, Job Security, Skill Development"
Mafatlal Industries,3.7,Fashion & Textile,"Promotions, Job Security, Work Satisfaction"
Prayag Polymers,3.7,Petrochemicals,Work Life Balance
Lynk,3.4,Logistics,"Promotions, Job Security, Company Culture"
EssentiallySports,3.7,Media & Entertainment,Skill Development
GA Infra Private Limited,3.8,Engineering & Construction,"Job Security, Promotions, Company Culture"
otsuka chemical india,4.1,Chemicals,"Salary, Skill Development, Work Life Balance"
ATYETI,3.8,IT Services & Consulting,"Work Life Balance, Salary"
EssentiallySports,3.7,Media & Entertainment,Skill Development
Lynk,3.4,Logistics,"Promotions, Job Security, Company Culture"
RevFin,3.8,Financial Services,"Work Life Balance, Company Culture, Salary"
AdamsBridge Global,3.4,Internet,"Promotions, Company Culture, Work Satisfaction"
United Industries,3.6,Industrial Machinery,"Promotions, Company Culture, Salary"
MEP Infrastructure Developers,3.8,Engineering & Construction,"Promotions, Salary"
SembCorp,3.8,Power,"Job Security, Salary, Work Life Balance"
Unique Engineers,3.5,Industrial Machinery,"Promotions, Salary, Work Satisfaction"
BYD Electronics,3.5,Electronics Manufacturing,"Company Culture, Promotions, Work Life Balance"
Avaada Electro,4.2,Power,"Work Life Balance, Job Security, Salary"
Juspay Technologies,3.7,FinTech,Promotions
SHARON BIO MEDICINE,3.9,Pharma,"Work Life Balance, Job Security"
Wibmo,3.3,FinTech,"Promotions, Job Security, Company Culture"
Jupiter Wagons,3.7,Railways,"Promotions, Skill Development, Company Culture"
Eicher Engineering Components,4.1,Auto Components,"Work Life Balance, Job Security, Work Satisfaction"
Garden Reach Shipbuilders & Engineers,4.1,Ports & Shipping,"Job Security, Work Life Balance, Work Satisfaction"
Real Estate Group,4.3,Mumbai +52 other locations,"Skill Development, Company Culture, Work Satisfaction"
Newfold Digital,3.6,IT Services & Consulting,"Work Life Balance, Company Culture"
Turner & Townsend,3.9,Engineering & Construction,"Job Security, Company Culture, Salary"
MGNREGA,3.8,Government,"Promotions, Job Security, Salary"
Deepak Foundation,3.9,Non-Profit,"Work Life Balance, Work Satisfaction, Skill Development"
Prudent Insurance Brokers,3.6,Insurance,"Promotions, Work Satisfaction"
Neelachal Ispat Nigam,4.1,Metals & Mining,"Skill Development, Work Life Balance, Company Culture"
Lanson Toyota,4.3,Automobile,"Job Security, Company Culture, Work Life Balance"
Banas Dairy,3.9,Food Processing,"Job Security, Work Life Balance, Work Satisfaction"
Ghv India,4.3,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction"
Jivo Wellness,3.1,FMCG,"Promotions, Salary, Work Life Balance"
Egon Zehnder International,3.8,Management Consulting,"Work Life Balance, Job Security, Company Culture"
DMI,4.0,IT Services & Consulting,"Work Life Balance, Salary, Company Culture"
Marsh India Insurance Brokers,4.2,Insurance,"Company Culture, Job Security, Work Life Balance"
Nina Percept,3.9,Building Material,Promotions
Holostik,3.7,Packaging,Promotions
HP Computing and Printing Systems,3.7,IT Services & Consulting,"Work Life Balance, Company Culture"
L&T Buildings & Factories,3.6,Engineering & Construction,Job Security
Umang Dairies,3.9,FMCG,"Job Security, Work Life Balance, Skill Development"
Inox Green Energy Services,4.0,Electrical Equipment,"Job Security, Work Life Balance, Work Satisfaction"
Automation Anywhere,3.9,Industrial Automation,"Work Life Balance, Salary, Company Culture"
Nahar Group of Companies,3.6,Fashion & Textile,"Promotions, Company Culture, Skill Development"
The Dollar Business,3.1,IT Services & Consulting,"Company Culture, Job Security, Work Satisfaction"
Vehant Technologies,3.7,IT Services & Consulting,"Work Satisfaction, Promotions, Skill Development"
Indian Armed Forces,4.6,Government,"Job Security, Skill Development, Salary"
Prateek Group,3.9,Real Estate,"Job Security, Salary"
Sonyo Management Consultants,4.4,Recruitment,"Company Culture, Work Life Balance, Work Satisfaction"
Safdarjung Hospital,4.3,Healthcare,"Skill Development, Work Life Balance, Work Satisfaction"
CR Asia,3.8,Oil & Gas,Job Security
Hansa Cequity,3.3,Marketing & Advertising,"Promotions, Work Life Balance, Salary"
D A V School,3.8,Education & Training,"Skill Development, Work Satisfaction, Salary"
Ramco Steels,3.8,Iron & Steel,Salary
TVS - SUNDARAM BRAKE LININGS,3.1,Auto Components,"Salary, Promotions, Work Satisfaction"
NSK,3.9,Industrial Machinery,"Work Life Balance, Salary, Company Culture"
Sensiple,3.7,IT Services & Consulting,"Promotions, Job Security"
Apptunix,4.1,Software Product,"Company Culture, Skill Development, Work Satisfaction"
Zerodha,4.1,FinTech,"Work Life Balance, Company Culture, Work Satisfaction"
CoinDCX,3.9,Emerging Technologies,"Salary, Company Culture, Work Life Balance"
Ivis International,3.4,Law Enforcement & Security,"Promotions, Job Security, Salary"
Pacific Global Solutions,3.4,Ahmedabad +5 other locations,"Promotions, Salary, Work Satisfaction"
v4c.ai,4.5,Pune +3 other locations,"Skill Development, Company Culture, Work Satisfaction"
Zerodha,4.1,FinTech,"Work Life Balance, Company Culture, Work Satisfaction"
Indian Armed Forces,4.6,Government,"Job Security, Skill Development, Salary"
Sterling Software Private Limited,3.4,Software Product,Job Security
DataTracks,3.3,FinTech,"Promotions, Salary, Skill Development"
Podar Jumbo Kids,3.8,Education & Training,"Work Life Balance, Skill Development"
